classification,match_kind,oem_name,recovered_names,oem_instructions,recovered_instructions,instruction_ratio,instruction_delta,oem_bytes,recovered_bytes,oem_branches,recovered_branches,oem_calls,recovered_calls,oem_returns,recovered_returns,oem_relocations,recovered_relocations,missing_replacement_targets
collapsed,exact_name,tisp_init,tisp_init,605,297,0.490909,-308,2420,1188,33,24,95,40,1,0,117,89,
collapsed,exact_name,ispcore_interrupt_service_routine,ispcore_interrupt_service_routine,471,204,0.433121,-267,1884,816,54,29,24,11,1,1,117,39,
collapsed,exact_name,tiziano_load_parameters,tiziano_load_parameters,463,128,0.276458,-335,1852,512,46,8,51,17,1,1,111,40,
collapsed,exact_name,frame_chan_event,frame_chan_event,453,91,0.200883,-362,1812,364,50,9,21,5,3,1,118,26,
collapsed,exact_name,ivdc_pad_event_handle,ivdc_pad_event_handle,424,13,0.030660,-411,1696,52,62,1,11,0,2,1,49,0,
collapsed,exact_name,tisp_ae0_process_impl,tisp_ae0_process_impl,421,49,0.116390,-372,1684,196,36,6,18,1,1,0,121,9,
collapsed,exact_name,proc_ivdc_writel,proc_ivdc_writel,353,67,0.189802,-286,1412,268,40,7,29,4,1,3,90,14,
collapsed,exact_name,ae0_weight_mean2,ae0_weight_mean2,326,111,0.340491,-215,1304,444,6,6,7,5,1,1,8,14,
collapsed,exact_name,tisp_adr_param_array_set,tisp_adr_param_array_set,293,139,0.474403,-154,1172,556,3,1,50,25,1,0,114,54,
collapsed,exact_name,tisp_core_switch_bin,tisp_core_switch_bin,274,115,0.419708,-159,1096,460,24,7,33,14,1,1,74,35,
collapsed,exact_name,isp_framesource_show,isp_framesource_show,269,48,0.178439,-221,1076,192,23,5,27,3,1,1,80,10,
collapsed,exact_name,tiziano_ct_ccm_interpolation,tiziano_ct_ccm_interpolation,257,108,0.420233,-149,1028,432,40,16,1,1,1,1,55,23,
collapsed,exact_name,tiziano_ae_init,tiziano_ae_init,249,30,0.120482,-219,996,120,9,1,27,3,1,1,102,8,
collapsed,exact_name,Tiziano_ae0_fpga,Tiziano_ae0_fpga,241,103,0.427386,-138,964,412,21,9,6,4,1,0,8,16,
collapsed,exact_name,tx_isp_fs_probe,tx_isp_fs_probe,233,54,0.231760,-179,932,216,21,2,21,6,1,1,56,16,
collapsed,exact_name,tisp_ae_manual_set,tisp_ae_manual_set,227,89,0.392070,-138,908,356,12,12,10,8,1,1,45,36,
collapsed,exact_name,tisp_vic_ctrl_ioctl,tisp_vic_ctrl_ioctl,206,10,0.048544,-196,824,40,31,0,16,1,1,1,64,2,
collapsed,replacement,tisp_sdns_gaussian_k_cfg,regtrace_t23_sdns_gaussian_k_cfg,202,16,0.079208,-186,808,64,0,1,64,1,1,1,2,4,
collapsed,exact_name,tisp_s_osd_block_attr,tisp_s_osd_block_attr,168,59,0.351190,-109,672,236,10,1,3,1,1,2,14,6,
collapsed,exact_name,tiziano_ae_init_exp_th,tiziano_ae_init_exp_th,166,30,0.180723,-136,664,120,6,2,4,1,1,2,44,10,
collapsed,exact_name,ispcore_irq_thread_handle,ispcore_irq_thread_handle,164,34,0.207317,-130,656,136,25,5,9,2,1,1,12,4,
collapsed,exact_name,subdev_sensor_ops_set_input,subdev_sensor_ops_set_input,147,10,0.068027,-137,588,40,29,3,10,0,1,1,21,0,
collapsed,exact_name,printf_func0,printf_func0,139,55,0.395683,-84,556,220,14,4,12,3,1,1,45,13,
collapsed,replacement,tisp_sdns_gaussian_x_cfg,regtrace_t23_sdns_gaussian_x_cfg,138,16,0.115942,-122,552,64,0,1,32,1,1,1,2,4,
collapsed,exact_name,tx_isp_ivdc_probe,tx_isp_ivdc_probe,135,17,0.125926,-118,540,68,9,0,13,2,1,1,49,6,
collapsed,exact_name,tx_isp_csi_probe,tx_isp_csi_probe,134,17,0.126866,-117,536,68,9,0,14,2,1,1,52,6,
collapsed,exact_name,isp_core_cmd_set,isp_core_cmd_set,131,42,0.320611,-89,524,168,22,3,8,4,1,1,32,14,
collapsed,exact_name,vic_sensor_ops_ioctl,vic_sensor_ops_ioctl,118,16,0.135593,-102,472,64,21,2,6,0,1,1,20,0,
collapsed,exact_name,tisp_ae_target,tisp_ae_target,117,43,0.367521,-74,468,172,13,3,4,3,1,1,2,2,
collapsed,exact_name,ispcore_core_ops_ioctl,ispcore_core_ops_ioctl,116,37,0.318966,-79,464,148,27,7,3,2,1,2,7,7,
collapsed,exact_name,tisp_af_set_attr_refresh,tisp_af_set_attr_refresh,112,45,0.401786,-67,448,180,1,0,0,5,0,1,26,2,
collapsed,replacement,tisp_sdns_r_s_mv_cfg,regtrace_t23_sdns_r_s_mv_cfg,106,38,0.358491,-68,424,152,0,3,16,3,1,0,8,6,
collapsed,exact_name,tisp_ae_g_scene_luma,tisp_ae_g_scene_luma,106,42,0.396226,-64,424,168,4,5,4,0,1,1,28,8,
collapsed,exact_name,fix_point_mult2_64,fix_point_mult2_64,104,41,0.394231,-63,416,164,0,0,5,5,1,1,4,4,
collapsed,exact_name,tiziano_lsc_init,tiziano_lsc_init,101,42,0.415842,-59,404,168,5,3,8,4,1,1,46,17,
collapsed,exact_name,frame_channel_vidioc_set_fmt,frame_channel_vidioc_set_fmt,100,23,0.230000,-77,400,92,17,3,7,3,2,1,27,4,
collapsed,exact_name,tx_isp_vic_probe,tx_isp_vic_probe,96,17,0.177083,-79,384,68,4,0,11,2,1,1,40,6,
collapsed,exact_name,tisp_defog_wdr_en,tisp_defog_wdr_en,81,17,0.209877,-64,324,68,3,1,2,2,0,0,70,6,
collapsed,replacement,tisp_sdns_sp_d_b_wei_np_array_cfg,regtrace_t23_sdns_sp_d_b_wei_np_array_cfg,80,31,0.387500,-49,320,124,0,2,6,1,1,0,5,4,
collapsed,replacement,tisp_sdns_sp_d_w_wei_np_array_cfg,regtrace_t23_sdns_sp_d_w_wei_np_array_cfg,80,31,0.387500,-49,320,124,0,2,6,1,1,0,5,4,
collapsed,replacement,tisp_sdns_sp_ud_b_wei_np_array_cfg,regtrace_t23_sdns_sp_ud_b_wei_np_array_cfg,80,31,0.387500,-49,320,124,0,2,6,1,1,0,5,4,
collapsed,replacement,tisp_sdns_sp_ud_w_wei_np_array_cfg,regtrace_t23_sdns_sp_ud_w_wei_np_array_cfg,80,31,0.387500,-49,320,124,0,2,6,1,1,0,5,4,
collapsed,exact_name,tisp_msca_set_omi_api,tisp_msca_set_omi_api,79,37,0.468354,-42,316,148,5,1,9,5,1,1,19,12,
collapsed,exact_name,tiziano_ae_dn_params_refresh,tiziano_ae_dn_params_refresh,73,29,0.397260,-44,292,116,0,1,7,3,1,1,33,12,
collapsed,exact_name,frame_channel_vidioc_get_fmt,frame_channel_vidioc_get_fmt,69,30,0.434783,-39,276,120,7,2,5,2,2,2,14,4,
collapsed,exact_name,isp_csi_show,isp_csi_show,64,12,0.187500,-52,256,48,9,0,4,1,1,1,17,4,
collapsed,replacement,tisp_sdns_w_thres_cfg,regtrace_t23_sdns_w_thres_cfg,62,19,0.306452,-43,248,76,0,1,8,1,1,1,5,4,
collapsed,replacement,tisp_sdns_sp_uu_np_array_cfg,regtrace_t23_sdns_sp_uu_np_array_cfg,62,25,0.403226,-37,248,100,0,1,4,1,1,1,5,4,
collapsed,exact_name,tisp_ctr_md_np_cfg,tisp_ctr_md_np_cfg,62,26,0.419355,-36,248,104,0,1,4,1,1,1,5,4,
collapsed,exact_name,tisp_ctr_std_np_cfg,tisp_ctr_std_np_cfg,62,26,0.419355,-36,248,104,0,1,4,1,1,1,5,4,
collapsed,exact_name,tx_isp_csi_remove,tx_isp_csi_remove,61,10,0.163934,-51,244,40,1,0,6,1,1,1,12,2,
collapsed,exact_name,sensor_set_mode,sensor_set_mode,60,13,0.216667,-47,240,52,4,0,2,1,1,1,6,4,
collapsed,replacement,tisp_sdns_d_s1_thres_cfg,regtrace_t23_sdns_d_s1_thres_cfg,59,22,0.372881,-37,236,88,0,2,8,1,1,0,5,4,
collapsed,exact_name,tisp_ae_s_comp,tisp_ae_s_comp,50,22,0.440000,-28,200,88,3,0,1,1,0,1,15,6,
collapsed,exact_name,isp_pre_frame_dequeue,isp_pre_frame_dequeue,48,15,0.312500,-33,192,60,0,0,4,2,1,1,12,4,
collapsed,exact_name,tisp_csccr_write_reg,tisp_csccr_write_reg,46,22,0.478261,-24,184,88,1,1,4,4,0,0,4,2,
collapsed,exact_name,tx_isp_fs_remove,tx_isp_fs_remove,46,23,0.500000,-23,184,92,3,1,5,3,1,1,8,4,
collapsed,exact_name,isp_ch1_frame_dequeue_delay,isp_ch1_frame_dequeue_delay,40,16,0.400000,-24,160,64,0,0,4,2,1,1,14,4,
collapsed,exact_name,find_new_buffer,find_new_buffer,36,18,0.500000,-18,144,72,3,0,1,1,1,1,4,4,
collapsed,exact_name,dump_vic_reg,dump_vic_reg,32,15,0.468750,-17,128,60,1,0,1,1,1,1,4,4,
collapsed,exact_name,tx_isp_vin_activate_subdev,tx_isp_vin_activate_subdev,29,10,0.344828,-19,116,40,1,1,2,0,1,1,5,0,
collapsed,exact_name,tisp_ae0_process,tisp_ae0_process,29,13,0.448276,-16,116,52,2,1,3,2,1,0,11,6,
collapsed,exact_name,tx_isp_disable_irq,tx_isp_disable_irq,28,10,0.357143,-18,112,40,1,0,3,1,1,1,4,2,
collapsed,exact_name,tx_isp_enable_irq,tx_isp_enable_irq,27,10,0.370370,-17,108,40,1,0,3,1,1,1,4,2,
collapsed,exact_name,tisp_ae_trig,tisp_ae_trig,27,12,0.444444,-15,108,48,1,0,1,1,0,1,7,4,
oem_only,oem_only,tx_isp_unlocked_ioctl,,1198,0,0.000000,-1198,4792,0,221,0,80,0,1,0,255,0,
oem_only,oem_only,isp_info_show.isra.1,,625,0,0.000000,-625,2500,0,111,0,57,0,1,0,216,0,
oem_only,oem_only,tx_isp_create_graph_and_nodes,,162,0,0.000000,-162,648,0,21,0,10,0,1,0,24,0,
oem_only,oem_only,apical_isp_af_hist_s_attr.isra.48,,153,0,0.000000,-153,612,0,8,0,3,0,1,0,10,0,
oem_only,oem_only,apical_isp_af_hist_g_attr.isra.98,,124,0,0.000000,-124,496,0,0,0,2,0,1,0,4,0,
oem_only,oem_only,apical_isp_autozoom_g_attr.isra.71,,117,0,0.000000,-117,468,0,13,0,6,0,1,0,20,0,
oem_only,oem_only,isp_core_tunning_unlocked_ioctl,,97,0,0.000000,-97,388,0,17,0,8,0,1,0,12,0,
oem_only,oem_only,ivdc_misc_unlocked_ioctl,,97,0,0.000000,-97,388,0,18,0,6,0,1,0,31,0,
oem_only,oem_only,ispcore_set_clk_parent.isra.0,,93,0,0.000000,-93,372,0,10,0,3,0,1,0,17,0,
oem_only,oem_only,apical_isp_ae_s_roi.isra.34,,85,0,0.000000,-85,340,0,8,0,7,0,1,0,24,0,
oem_only,oem_only,apical_isp_ae_zone_weight_s_attr.isra.45,,85,0,0.000000,-85,340,0,8,0,7,0,1,0,24,0,
oem_only,oem_only,apical_isp_af_weight_s_attr.isra.49,,85,0,0.000000,-85,340,0,8,0,7,0,1,0,24,0,
oem_only,oem_only,apical_isp_expr_s_ctrl.isra.33,,80,0,0.000000,-80,320,0,13,0,4,0,1,0,20,0,
oem_only,oem_only,apical_isp_ae_g_roi.isra.80,,74,0,0.000000,-74,296,0,6,0,6,0,1,0,19,0,
oem_only,oem_only,apical_isp_ae_zone_weight_g_attr.isra.92,,74,0,0.000000,-74,296,0,6,0,6,0,1,0,19,0,
oem_only,oem_only,apical_isp_af_weight_g_attr.isra.99,,74,0,0.000000,-74,296,0,6,0,6,0,1,0,19,0,
oem_only,oem_only,tx_isp_video_link_destroy.isra.9,,74,0,0.000000,-74,296,0,9,0,4,0,1,0,8,0,
oem_only,oem_only,apical_isp_autozoom_s_attr.isra.28,,70,0,0.000000,-70,280,0,5,0,4,0,1,0,12,0,
oem_only,oem_only,private_reset_tx_isp_module,,50,0,0.000000,-50,200,0,4,0,1,0,2,0,2,0,
oem_only,oem_only,apical_isp_ae_hist_origin_g_attr.isra.95,,47,0,0.000000,-47,188,0,2,0,6,0,1,0,14,0,
oem_only,oem_only,apical_isp_ev_g_attr.isra.78,,47,0,0.000000,-47,188,0,2,0,3,0,1,0,10,0,
oem_only,oem_only,tx_isp_module_init,,47,0,0.000000,-47,188,0,4,0,3,0,1,0,12,0,
oem_only,oem_only,apical_isp_awb_zone_statis_g_attr.isra.97,,46,0,0.000000,-46,184,0,2,0,6,0,1,0,14,0,
oem_only,oem_only,apical_isp_gamma_g_attr.isra.79,,45,0,0.000000,-45,180,0,3,0,3,0,1,0,10,0,
oem_only,oem_only,apical_isp_gamma_s_attr.isra.32,,44,0,0.000000,-44,176,0,3,0,3,0,1,0,10,0,
oem_only,oem_only,apical_isp_awb_zone_weight_g_attr.isra.115,,42,0,0.000000,-42,168,0,2,0,4,0,1,0,16,0,
oem_only,oem_only,apical_isp_awb_zone_weight_s_attr.isra.68,,41,0,0.000000,-41,164,0,2,0,4,0,1,0,17,0,
oem_only,oem_only,apical_isp_expr_g_ctrl.isra.75,,31,0,0.000000,-31,124,0,0,0,2,0,1,0,4,0,
oem_only,oem_only,apical_isp_max_again_g_ctrl.isra.76,,31,0,0.000000,-31,124,0,2,0,2,0,1,0,8,0,
oem_only,oem_only,apical_isp_max_dgain_g_ctrl.isra.77,,31,0,0.000000,-31,124,0,2,0,2,0,1,0,8,0,
oem_only,oem_only,tx_isp_reg_set,,23,0,0.000000,-23,92,0,2,0,0,0,1,0,0,0,
oem_only,oem_only,apical_isp_ae_zone_g_ctrl.isra.87,,20,0,0.000000,-20,80,0,0,0,2,0,1,0,4,0,
oem_only,oem_only,apical_isp_af_zone_g_ctrl.isra.88,,20,0,0.000000,-20,80,0,0,0,2,0,1,0,4,0,
oem_only,oem_only,tiziano_isp_ae_manual_attr_g_ctrl.isra.106,,20,0,0.000000,-20,80,0,0,0,2,0,1,0,4,0,
oem_only,oem_only,tiziano_bcsh_StrenCal.part.0,,19,0,0.000000,-19,76,0,0,0,0,0,1,0,0,0,
oem_only,oem_only,tx_isp_module_deinit,,8,0,0.000000,-8,32,0,2,0,0,0,1,0,2,0,
oem_only,oem_only,private_clk_is_enabled,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_dev_get_drvdata,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_dev_set_drvdata,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_free_irq,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_gpio_direction_input,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_gpio_set_debounce,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_i2c_register_driver,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_init_waitqueue_head,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_jz_proc_mkdir,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_jzgpio_ctrl_pull,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_kthread_run,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_kthread_should_stop,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_kthread_stop,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_misc_register,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_proc_create_data,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_sched_clock,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_seq_read,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_simple_strtoull,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_wait_event_interruptible,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_wait_for_completion_interruptible,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_wait_for_completion_timeout,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_wake_up,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,private_wake_up_all,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,tisp_hldc_par_refresh.part.1,,5,0,0.000000,-5,20,0,1,0,0,0,0,0,2,0,
oem_only,oem_only,tx_isp_module_exit,,4,0,0.000000,-4,16,0,1,0,0,0,0,0,2,0,
shorter,exact_name,tisp_mdns_intp,tisp_mdns_intp,2659,1810,0.680707,-849,10636,7240,0,0,377,300,1,1,1514,1202,
shorter,exact_name,tiziano_defog_params_init,tiziano_defog_params_init,1229,639,0.519935,-590,4916,2556,0,6,94,128,1,1,52,168,
shorter,exact_name,apical_isp_core_ops_g_ctrl,apical_isp_core_ops_g_ctrl,975,543,0.556923,-432,3900,2172,219,134,52,26,1,1,200,100,
shorter,exact_name,JZ_Isp_Awb,JZ_Isp_Awb,483,256,0.530021,-227,1932,1024,57,23,6,5,1,1,146,107,
shorter,exact_name,tiziano_bcsh_update,tiziano_bcsh_update,455,347,0.762637,-108,1820,1388,26,17,6,16,1,1,78,115,
shorter,replacement,tisp_mdns_c_2d_param_cfg,regtrace_t23_mdns_c_2d_param_cfg.isra.0,422,334,0.791469,-88,1688,1336,2,1,31,30,1,0,149,134,
shorter,exact_name,tiziano_bcsh_lut_parameter,tiziano_bcsh_lut_parameter,373,238,0.638070,-135,1492,952,13,4,29,29,1,1,16,45,
shorter,exact_name,tisp_ae1_expt,tisp_ae1_expt,351,183,0.521368,-168,1404,732,30,14,23,21,1,1,19,16,
shorter,exact_name,tisp_ae_algo_handle,tisp_ae_algo_handle,322,240,0.745342,-82,1288,960,8,13,40,32,1,2,34,42,
shorter,exact_name,video_input_cmd_set,video_input_cmd_set,308,236,0.766234,-72,1232,944,50,39,20,13,1,1,73,62,
shorter,exact_name,tisp_defog_param_array_set,tisp_defog_param_array_set,260,203,0.780769,-57,1040,812,1,1,46,38,1,0,103,80,
shorter,exact_name,tisp_clm_interp_by_ct,tisp_clm_interp_by_ct,254,145,0.570866,-109,1016,580,35,17,8,6,1,2,98,51,
shorter,exact_name,cm_control,cm_control,229,135,0.589520,-94,916,540,15,9,9,1,1,1,7,2,
shorter,exact_name,Tiziano_af_fpga,Tiziano_af_fpga,229,156,0.681223,-73,916,624,5,5,13,11,1,1,21,19,
shorter,exact_name,tisp_ae0_get_hist,tisp_ae0_get_hist,206,158,0.766990,-48,824,632,22,17,5,5,0,0,26,17,
shorter,exact_name,tisp_mdns_set_malloc_cfg,tisp_mdns_set_malloc_cfg,200,145,0.725000,-55,800,580,4,4,32,32,1,1,7,5,
shorter,exact_name,tisp_msca_init_chx_cfg,tisp_msca_init_chx_cfg,199,147,0.738693,-52,796,588,8,9,17,26,0,1,18,16,
shorter,exact_name,tisp_msca_normalized,tisp_msca_normalized,196,138,0.704082,-58,784,552,22,15,4,1,1,1,12,6,
shorter,exact_name,tisp_af_param_array_get,tisp_af_param_array_get,169,114,0.674556,-55,676,456,0,0,19,19,1,1,40,40,
shorter,exact_name,tiziano_bcsh_Toffset_RGBYUV,tiziano_bcsh_Toffset_RGBYUV,154,107,0.694805,-47,616,428,9,8,9,3,1,1,2,2,
shorter,exact_name,tisp_s_adr_str_internal,tisp_s_adr_str_internal,146,75,0.513699,-71,584,300,7,6,1,0,1,0,21,12,
shorter,exact_name,tisp_msca_write_reg,tisp_msca_write_reg,143,113,0.790210,-30,572,452,16,6,4,11,1,1,11,14,
shorter,exact_name,tisp_msca_api_set_scaler_level_control,tisp_msca_api_set_scaler_level_control,131,91,0.694656,-40,524,364,7,6,7,6,1,2,24,17,
shorter,exact_name,tisp_log2_int_to_fixed_64,tisp_log2_int_to_fixed_64,129,93,0.720930,-36,516,372,16,14,3,1,2,2,8,4,
shorter,exact_name,tisp_bcsh_set_attr,tisp_bcsh_set_attr,128,92,0.718750,-36,512,368,4,5,17,11,0,1,65,40,
shorter,exact_name,jz_isp_ccm,jz_isp_ccm,128,99,0.773438,-29,512,396,13,10,5,5,1,1,29,25,
shorter,exact_name,tiziano_af_params_refresh,tiziano_af_params_refresh,124,93,0.750000,-31,496,372,0,0,19,19,1,1,78,43,
shorter,exact_name,tisp_msca_api_set_mask,tisp_msca_api_set_mask,123,75,0.609756,-48,492,300,4,2,8,8,1,0,6,4,
shorter,exact_name,tisp_vic_mmap,tisp_vic_mmap,123,95,0.772358,-28,492,380,14,8,9,8,1,1,40,27,
shorter,exact_name,tisp_ae0_ctrls_update,tisp_ae0_ctrls_update,123,97,0.788618,-26,492,388,12,8,1,1,1,1,29,18,
shorter,exact_name,tisp_msca_api_set_osd,tisp_msca_api_set_osd,117,69,0.589744,-48,468,276,2,0,14,14,1,1,7,5,
shorter,exact_name,tisp_set_ae0_ag,tisp_set_ae0_ag,113,82,0.725664,-31,452,328,7,3,6,6,1,1,35,21,
shorter,exact_name,fix_point_intp,fix_point_intp,102,54,0.529412,-48,408,216,12,4,4,4,1,1,16,16,
shorter,exact_name,tisp_lsc_lut_valid_judge,tisp_lsc_lut_valid_judge,102,70,0.686275,-32,408,280,14,10,2,1,1,1,18,16,
shorter,exact_name,vic_mdma_enable,vic_mdma_enable,100,79,0.790000,-21,400,316,6,3,0,0,1,1,8,8,
shorter,exact_name,Tiziano_awb_set_gain,Tiziano_awb_set_gain,99,71,0.717172,-28,396,284,4,2,7,6,1,1,14,14,
