classification,match_kind,oem_name,recovered_names,oem_instructions,recovered_instructions,instruction_ratio,instruction_delta,oem_bytes,recovered_bytes,oem_branches,recovered_branches,oem_calls,recovered_calls,oem_returns,recovered_returns,oem_relocations,recovered_relocations,missing_replacement_targets
oem_only,oem_only,apical_isp_ae_zone_weight_g_attr.isra.70,,77,0,0.000000,-77,308,0,8,0,6,0,1,0,19,0,
oem_only,oem_only,apical_isp_af_weight_g_attr.isra.74,,77,0,0.000000,-77,308,0,8,0,6,0,1,0,19,0,
oem_only,oem_only,tx_isp_video_link_destroy.isra.1,,72,0,0.000000,-72,288,0,9,0,4,0,2,0,6,0,
oem_only,oem_only,apical_isp_gamma_g_attr.isra.63,,49,0,0.000000,-49,196,0,3,0,3,0,1,0,10,0,
oem_only,oem_only,apical_isp_ev_g_attr.isra.62,,46,0,0.000000,-46,184,0,2,0,3,0,1,0,10,0,
oem_only,oem_only,apical_isp_gamma_s_attr.isra.44,,46,0,0.000000,-46,184,0,4,0,3,0,1,0,10,0,
oem_only,oem_only,apical_isp_af_hist_g_attr.isra.73,,43,0,0.000000,-43,172,0,0,0,2,0,1,0,4,0,
oem_only,oem_only,apical_isp_max_again_g_ctrl.isra.60,,30,0,0.000000,-30,120,0,2,0,2,0,1,0,8,0,
oem_only,oem_only,apical_isp_max_dgain_g_ctrl.isra.61,,30,0,0.000000,-30,120,0,2,0,2,0,1,0,8,0,
oem_only,oem_only,apical_isp_ae_zone_g_ctrl.isra.69,,19,0,0.000000,-19,76,0,0,0,2,0,1,0,4,0,
oem_only,oem_only,tx_isp_driver_init,,18,0,0.000000,-18,72,0,1,0,2,0,1,0,4,0,
oem_only,oem_only,tisp_hldc_par_refresh.part.0,,15,0,0.000000,-15,60,0,1,0,1,0,0,0,4,0,
oem_only,oem_only,tx_isp_driver_exit,,11,0,0.000000,-11,44,0,1,0,1,0,0,0,4,0,
shorter,exact_name,frame_channel_unlocked_ioctl,frame_channel_unlocked_ioctl,953,605,0.634837,-348,3812,2420,209,65,57,26,1,1,219,95,
shorter,exact_name,tx_isp_unlocked_ioctl,tx_isp_unlocked_ioctl,766,437,0.570496,-329,3064,1748,141,62,40,29,1,1,128,56,
shorter,exact_name,tisp_mdns_y_2d_param_cfg,tisp_mdns_y_2d_param_cfg,645,494,0.765891,-151,2580,1976,0,0,30,30,1,1,138,70,
shorter,exact_name,Tiziano_awb_fpga,Tiziano_awb_fpga,625,413,0.660800,-212,2500,1652,55,35,14,12,1,1,82,44,
shorter,exact_name,tisp_param_operate_process,tisp_param_operate_process,608,484,0.796053,-124,2432,1936,104,91,20,23,1,1,187,139,
shorter,exact_name,apical_isp_core_ops_g_ctrl,apical_isp_core_ops_g_ctrl,441,262,0.594104,-179,1764,1048,113,72,20,8,1,1,76,34,
shorter,exact_name,ispcore_core_ops_init,ispcore_core_ops_init,434,291,0.670507,-143,1736,1164,114,39,15,17,1,1,52,66,
shorter,exact_name,subdev_sensor_ops_ioctl,subdev_sensor_ops_ioctl,371,280,0.754717,-91,1484,1120,74,51,26,21,1,1,81,56,
shorter,exact_name,jz_isp_lsc_ct,jz_isp_lsc_ct,356,220,0.617978,-136,1424,880,48,20,12,6,1,1,63,26,
shorter,exact_name,ispcore_interrupt_service_routine,ispcore_interrupt_service_routine,297,197,0.663300,-100,1188,788,32,20,12,11,1,1,69,45,
shorter,exact_name,isp_framesource_show,isp_framesource_show,293,202,0.689420,-91,1172,808,23,9,24,22,1,1,74,44,
shorter,exact_name,tx_isp_vic_start,tx_isp_vic_start,233,138,0.592275,-95,932,552,46,29,3,1,1,1,30,30,
shorter,exact_name,cm_control,cm_control,229,140,0.611354,-89,916,560,15,2,9,9,1,1,7,5,
shorter,exact_name,JZ_Isp_Awb,JZ_Isp_Awb,206,161,0.781553,-45,824,644,14,10,3,3,1,1,98,81,
shorter,exact_name,tisp_mdns_c_adj_param_cfg,tisp_mdns_c_adj_param_cfg,158,116,0.734177,-42,632,464,0,1,9,8,1,0,18,17,
shorter,exact_name,tisp_day_or_night_s_ctrl,tisp_day_or_night_s_ctrl,129,99,0.767442,-30,516,396,5,5,20,14,1,0,56,45,
shorter,exact_name,tisp_adr_process,tisp_adr_process,124,89,0.717742,-35,496,356,6,5,11,10,1,0,22,15,
shorter,exact_name,tiziano_af_params_refresh,tiziano_af_params_refresh,124,93,0.750000,-31,496,372,0,0,19,19,1,1,78,43,
shorter,exact_name,tisp_mdns_sta_func_cfg,tisp_mdns_sta_func_cfg,123,92,0.747967,-31,492,368,12,1,8,7,1,0,12,15,
shorter,exact_name,tisp_sdns_c_param_cfg,tisp_sdns_c_param_cfg,122,84,0.688525,-38,488,336,0,0,5,5,1,1,13,7,
shorter,exact_name,fix_point_mult2,fix_point_mult2,109,87,0.798165,-22,436,348,1,3,5,5,1,1,5,4,
shorter,exact_name,fix_point_intp,fix_point_intp,103,56,0.543689,-47,412,224,12,7,4,2,1,1,16,12,
shorter,exact_name,tisp_set_ag_func,tisp_set_ag_func,102,80,0.784314,-22,408,320,5,0,6,6,1,1,32,12,
shorter,exact_name,tisp_dmsc_fc_par_cfg,tisp_dmsc_fc_par_cfg,96,59,0.614583,-37,384,236,0,2,9,8,1,0,20,20,
shorter,exact_name,tiziano_set_parameter_clm,tiziano_set_parameter_clm,93,62,0.666667,-31,372,248,4,4,6,6,1,1,22,14,
shorter,exact_name,tisp_s_wb_mode,tisp_s_wb_mode,90,53,0.588889,-37,360,212,12,12,1,1,1,2,28,15,
shorter,exact_name,tisp_deinit,tisp_deinit,86,62,0.720930,-24,344,248,7,5,9,7,1,1,36,16,
shorter,exact_name,tisp_sharpen_param_array_get,tisp_sharpen_param_array_get,81,48,0.592593,-33,324,192,15,4,2,2,1,1,36,14,
shorter,exact_name,ispcore_irq_thread_handle,ispcore_irq_thread_handle,73,57,0.780822,-16,292,228,10,6,2,2,1,1,3,4,
shorter,exact_name,tiziano_lsc_lut_parameter,tiziano_lsc_lut_parameter,69,47,0.681159,-22,276,188,2,1,5,5,1,1,14,12,
shorter,exact_name,tx_isp_release,tx_isp_release,65,47,0.723077,-18,260,188,15,9,2,2,1,1,2,2,
shorter,exact_name,tisp_sharpen_v1_sigma_np_cfg,tisp_sharpen_v1_sigma_np_cfg,63,43,0.682540,-20,252,172,0,0,3,3,1,1,5,4,
shorter,exact_name,tx_vic_disable_irq,tx_vic_disable_irq,63,46,0.730159,-17,252,184,10,4,4,3,1,1,16,12,
shorter,exact_name,tisp_set_saturation,tisp_set_saturation,63,47,0.746032,-16,252,188,5,3,4,2,1,1,17,10,
shorter,exact_name,tisp_dmsc_sp_d_sigma_3_np_cfg,tisp_dmsc_sp_d_sigma_3_np_cfg,62,42,0.677419,-20,248,168,0,0,3,3,1,1,5,4,
shorter,exact_name,tisp_ccm_param_array_get,tisp_ccm_param_array_get,62,46,0.741935,-16,248,184,9,4,2,2,1,1,24,14,
shorter,exact_name,ISPAWBInterpolation1,ISPAWBInterpolation1,60,45,0.750000,-15,240,180,1,0,4,2,2,1,8,4,
shorter,exact_name,isp_irq_handle,isp_irq_handle,56,41,0.732143,-15,224,164,9,5,2,2,1,1,0,4,
shorter,exact_name,ISPAWBInterpolation2,ISPAWBInterpolation2,55,43,0.781818,-12,220,172,1,2,4,4,2,1,8,4,
shorter,exact_name,isp_i2c_new_subdev_board,isp_i2c_new_subdev_board,54,28,0.518519,-26,216,112,6,2,6,3,1,1,14,6,
shorter,exact_name,tisp_event_init,tisp_event_init,53,41,0.773585,-12,212,164,2,2,1,1,1,1,18,18,
shorter,exact_name,tx_isp_open,tx_isp_open,53,41,0.773585,-12,212,164,9,6,1,1,2,2,0,0,
shorter,exact_name,tisp_dpc_s_par_cfg,tisp_dpc_s_par_cfg,52,39,0.750000,-13,208,156,0,1,4,3,1,0,10,9,
shorter,exact_name,tiziano_gib_deir_reg,tiziano_gib_deir_reg,50,38,0.760000,-12,200,152,1,1,3,3,1,1,2,2,
shorter,exact_name,ispcore_sensor_ops_ioctl,ispcore_sensor_ops_ioctl,50,39,0.780000,-11,200,156,8,6,1,1,1,1,0,0,
shorter,exact_name,tx_vic_enable_irq,tx_vic_enable_irq,49,33,0.673469,-16,196,132,9,4,3,2,1,1,10,6,
shorter,exact_name,vic_core_s_stream,vic_core_s_stream,49,37,0.755102,-12,196,148,15,7,1,1,3,3,2,2,
shorter,exact_name,ispcore_sensor_ops_release_all_sensor,ispcore_sensor_ops_release_all_sensor,44,33,0.750000,-11,176,132,8,6,1,1,1,1,0,0,
shorter,exact_name,tiziano_ccm_lut_parameter,tiziano_ccm_lut_parameter,43,27,0.627907,-16,172,108,3,3,1,1,1,1,5,2,
shorter,exact_name,tiziano_gamma_lut_parameter,tiziano_gamma_lut_parameter,43,33,0.767442,-10,172,132,1,1,3,3,1,1,4,4,
shorter,exact_name,tisp_channel_start,tisp_channel_start,41,30,0.731707,-11,164,120,4,3,4,4,1,1,5,4,
shorter,exact_name,private_leading_one_position_64,private_leading_one_position_64,39,28,0.717949,-11,156,112,7,0,0,0,1,1,0,0,
shorter,exact_name,vic_sensor_ops_sync_sensor_attr,vic_sensor_ops_sync_sensor_attr,39,29,0.743590,-10,156,116,11,5,2,2,1,1,10,8,
shorter,exact_name,tisp_gib_deir_ir_update,tisp_gib_deir_ir_update,39,30,0.769231,-9,156,120,4,4,1,1,1,1,15,10,
shorter,exact_name,fix_point_div_32,fix_point_div_32,38,29,0.763158,-9,152,116,6,6,1,0,1,1,2,0,
shorter,exact_name,tx_isp_vic_remove,tx_isp_vic_remove,37,25,0.675676,-12,148,100,3,0,4,4,1,1,8,8,
shorter,exact_name,fix_point_sub_64,fix_point_sub_64,34,20,0.588235,-14,136,80,3,2,1,1,1,1,4,4,
shorter,exact_name,fix_point_sub,fix_point_sub,34,23,0.676471,-11,136,92,3,2,1,1,1,1,4,4,
shorter,exact_name,tx_isp_vin_remove,tx_isp_vin_remove,33,26,0.787879,-7,132,104,2,0,4,4,1,1,8,8,
shorter,exact_name,tisp_s_ae_attr,tisp_s_ae_attr,31,20,0.645161,-11,124,80,2,1,1,0,1,1,2,4,
shorter,exact_name,isp_core_tuning_event,isp_core_tuning_event,30,21,0.700000,-9,120,84,4,4,1,1,2,1,2,2,
shorter,exact_name,tisp_ae_get_y_zone,tisp_ae_get_y_zone,30,23,0.766667,-7,120,92,0,0,3,3,1,1,11,8,
shorter,exact_name,fix_point_mult3,fix_point_mult3,29,23,0.793103,-6,116,92,1,1,1,1,0,0,2,2,
shorter,exact_name,tisp_ae_get_hist_custome,tisp_ae_get_hist_custome,29,23,0.793103,-6,116,92,0,0,3,3,1,1,11,8,
shorter,exact_name,tisp_ccm_ev_update,tisp_ccm_ev_update,28,16,0.571429,-12,112,64,1,2,1,1,1,1,6,4,
shorter,exact_name,tisp_ccm_ct_update,tisp_ccm_ct_update,28,19,0.678571,-9,112,76,1,1,1,1,1,1,6,7,
shorter,exact_name,system_reg_write_ae,system_reg_write_ae,28,22,0.785714,-6,112,88,4,4,1,1,0,0,3,2,
shorter,exact_name,tisp_af_set_attr_refresh,tisp_af_set_attr_refresh,26,14,0.538462,-12,104,56,1,1,0,0,0,0,12,4,
shorter,exact_name,tisp_sdns_par_refresh,tisp_sdns_par_refresh,26,17,0.653846,-9,104,68,3,3,1,0,1,1,8,4,
shorter,exact_name,tiziano_ae_dn_params_refresh,tiziano_ae_dn_params_refresh,23,18,0.782609,-5,92,72,0,1,2,1,1,0,12,10,
shorter,exact_name,private_kmalloc,private_kmalloc,22,4,0.181818,-18,88,16,1,1,2,0,1,0,8,2,
shorter,exact_name,tisp_ct_update,tisp_ct_update,20,15,0.750000,-5,80,60,0,0,2,2,1,1,4,4,
shorter,exact_name,tisp_s_wb_attr,tisp_s_wb_attr,19,4,0.210526,-15,76,16,0,1,1,0,1,0,2,2,
shorter,exact_name,tiziano_af_dn_params_refresh,tiziano_af_dn_params_refresh,19,11,0.578947,-8,76,44,2,1,2,1,0,0,8,4,
shorter,exact_name,sensor_get_normal_fps,sensor_get_normal_fps,19,13,0.684211,-6,76,52,0,0,0,0,1,1,2,2,
shorter,exact_name,tiziano_awb_dn_params_refresh,tiziano_awb_dn_params_refresh,19,14,0.736842,-5,76,56,0,1,2,1,1,0,8,6,
shorter,exact_name,private_request_module,private_request_module,19,15,0.789474,-4,76,60,0,0,1,1,1,1,4,6,
shorter,exact_name,tisp_log2_fixed_to_fixed,tisp_log2_fixed_to_fixed,18,4,0.222222,-14,72,16,0,1,1,0,1,0,2,2,
shorter,exact_name,private_seq_printf,private_seq_printf,18,12,0.666667,-6,72,48,0,0,1,1,1,1,4,2,
shorter,exact_name,tisp_sharpen_intp_reg_refresh,tisp_sharpen_intp_reg_refresh,18,14,0.777778,-4,72,56,0,1,3,2,1,0,6,6,
shorter,exact_name,tisp_s_af_attr,tisp_s_af_attr,17,4,0.235294,-13,68,16,0,1,1,0,1,0,2,2,
shorter,exact_name,tisp_g_ae_min,tisp_g_ae_min,17,6,0.352941,-11,68,24,0,0,1,0,1,1,2,2,
shorter,exact_name,tiziano_lsc_init,tiziano_lsc_init,17,6,0.352941,-11,68,24,0,0,2,0,1,1,6,3,
shorter,exact_name,tiziano_ccm_dn_params_refresh,tiziano_ccm_dn_params_refresh,17,13,0.764706,-4,68,52,0,0,2,2,1,0,6,6,
shorter,exact_name,netlink_rcv_msg,netlink_rcv_msg,16,4,0.250000,-12,64,16,4,0,0,0,1,1,2,0,
shorter,exact_name,tisp_dmsc_sp_alias_par_cfg,tisp_dmsc_sp_alias_par_cfg,16,10,0.625000,-6,64,40,0,1,1,0,1,0,6,6,
shorter,exact_name,tisp_mdns_refresh,tisp_mdns_refresh,14,4,0.285714,-10,56,16,0,1,1,0,1,0,6,2,
shorter,exact_name,tisp_ae_process,tisp_ae_process,14,10,0.714286,-4,56,40,0,0,2,2,1,0,4,4,
shorter,exact_name,tisp_s_ae_min,tisp_s_ae_min,14,11,0.785714,-3,56,44,0,0,1,1,1,1,2,2,
shorter,exact_name,tiziano_adr_dn_params_refresh,tiziano_adr_dn_params_refresh,14,11,0.785714,-3,56,44,0,1,2,1,1,0,4,4,
shorter,exact_name,tiziano_clm_dn_params_refresh,tiziano_clm_dn_params_refresh,14,11,0.785714,-3,56,44,0,1,2,1,1,0,4,4,
shorter,exact_name,tiziano_clm_init,tiziano_clm_init,14,11,0.785714,-3,56,44,0,1,2,1,1,0,4,4,
shorter,exact_name,tiziano_defog_dn_params_refresh,tiziano_defog_dn_params_refresh,14,11,0.785714,-3,56,44,0,1,2,1,1,0,4,4,
shorter,exact_name,tiziano_gamma_dn_params_refresh,tiziano_gamma_dn_params_refresh,14,11,0.785714,-3,56,44,0,1,2,1,1,0,4,4,
shorter,exact_name,tiziano_gamma_init,tiziano_gamma_init,14,11,0.785714,-3,56,44,0,1,2,1,1,0,4,4,
shorter,exact_name,tisp_ae_manual_set,tisp_ae_manual_set,13,8,0.615385,-5,52,32,0,0,0,0,1,1,4,4,
shorter,exact_name,jz_isp_ccm_para2reg,jz_isp_ccm_para2reg,12,6,0.500000,-6,48,24,2,1,0,0,1,0,0,0,
shorter,exact_name,tisp_dpc_refresh,tisp_dpc_refresh,11,5,0.454545,-6,44,20,0,1,1,0,1,0,2,2,
shorter,exact_name,tisp_sharpen_refresh,tisp_sharpen_refresh,11,5,0.454545,-6,44,20,0,1,1,0,1,0,2,2,
shorter,exact_name,tisp_adr_ev_update,tisp_adr_ev_update,10,2,0.200000,-8,40,8,0,0,0,0,1,1,4,0,
shorter,exact_name,tisp_defog_ev_update,tisp_defog_ev_update,10,2,0.200000,-8,40,8,0,0,0,0,1,1,4,0,
shorter,exact_name,tisp_defog_process,tisp_defog_process,10,4,0.400000,-6,40,16,0,1,1,0,1,0,2,2,
shorter,exact_name,tisp_g_wb_attr,tisp_g_wb_attr,10,4,0.400000,-6,40,16,0,1,1,0,1,0,2,2,
shorter,exact_name,tisp_sdns_refresh,tisp_sdns_refresh,10,4,0.400000,-6,40,16,0,1,1,0,1,0,2,2,
shorter,exact_name,tiziano_lsc_dn_params_refresh,tiziano_lsc_dn_params_refresh,10,4,0.400000,-6,40,16,0,1,1,0,1,0,2,2,
shorter,exact_name,tisp_g_drc_strength,tisp_g_drc_strength,10,5,0.500000,-5,40,20,0,0,1,0,1,1,2,2,
shorter,exact_name,tisp_day_or_night_g_ctrl,tisp_day_or_night_g_ctrl,10,7,0.700000,-3,40,28,1,0,0,0,1,1,2,2,
shorter,exact_name,tiziano_ae_s_ev_start,tiziano_ae_s_ev_start,6,2,0.333333,-4,24,8,0,0,0,0,1,1,4,0,
shorter,exact_name,tisp_netlink_event_set_cb,tisp_netlink_event_set_cb,4,2,0.500000,-2,16,8,0,0,0,0,1,1,2,0,
shorter,exact_name,tisp_s_ev_start,tisp_s_ev_start,4,2,0.500000,-2,16,8,1,0,0,0,0,1,2,0,
expanded,exact_name,init_module,init_module,18,2510,139.444444,2492,72,10040,1,1,2,2,1,1,4,1688,
expanded,exact_name,private_log2_fixed_to_fixed_64,private_log2_fixed_to_fixed_64,18,82,4.555556,64,72,328,0,8,1,1,1,1,2,4,
expanded,exact_name,tisp_log2_fixed_to_fixed_64,tisp_log2_fixed_to_fixed_64,18,81,4.500000,63,72,324,0,8,1,1,1,1,2,4,
expanded,exact_name,private_log2_fixed_to_fixed,private_log2_fixed_to_fixed,18,56,3.111111,38,72,224,0,9,1,0,1,1,2,0,
expanded,exact_name,isp_core_tuning_deinit,isp_core_tuning_deinit,7,14,2.000000,7,28,56,2,1,0,1,1,2,2,2,
expanded,exact_name,private_spin_unlock_irqrestore,private_spin_unlock_irqrestore,5,20,4.000000,15,20,80,1,2,0,1,0,1,2,4,
expanded,exact_name,private_misc_deregister,private_misc_deregister,5,11,2.200000,6,20,44,1,0,0,1,0,1,2,4,
larger,exact_name,tisp_sdns_param_array_set,tisp_sdns_param_array_set,134,192,1.432836,58,536,768,32,33,4,3,1,1,75,74,
larger,exact_name,tisp_adr_param_array_set,tisp_adr_param_array_set,127,169,1.330709,42,508,676,28,29,4,3,1,1,65,64,
larger,exact_name,tisp_defog_param_array_set,tisp_defog_param_array_set,116,154,1.327586,38,464,616,25,26,4,3,1,1,59,58,
larger,exact_name,tisp_set_fps,tisp_set_fps,53,69,1.301887,16,212,276,3,3,3,3,1,1,14,16,
larger,exact_name,private_log2_int_to_fixed,private_log2_int_to_fixed,48,62,1.291667,14,192,248,7,9,1,0,1,1,2,0,
larger,exact_name,fix_point_mult3_32,fix_point_mult3_32,20,30,1.500000,10,80,120,1,0,1,0,0,1,2,0,
larger,exact_name,tisp_hldc_par_refresh,tisp_hldc_par_refresh,19,25,1.315789,6,76,100,1,2,2,2,1,1,4,6,
larger,exact_name,private_init_completion,private_init_completion,5,9,1.800000,4,20,36,1,1,0,0,0,0,2,6,
larger,exact_name,private_gpio_free,private_gpio_free,5,8,1.600000,3,20,32,1,2,0,0,0,1,2,2,
larger,exact_name,tisp_awb_set_frz,tisp_awb_set_frz,4,6,1.500000,2,16,24,0,0,0,0,1,1,2,4,
larger,exact_name,tisp_s_wb_frz,tisp_s_wb_frz,4,6,1.500000,2,16,24,1,0,0,0,0,1,2,4,
recovered_only,recovered_only,,__private_spin_lock_irqsave.constprop.0,,16,,,,64,,1,,1,,1,,2,
recovered_only,recovered_only,,apical_isp_ae_g_roi_isra_64,,62,,,,248,,4,,6,,1,,14,
recovered_only,recovered_only,,apical_isp_ae_s_roi_isra_45,,67,,,,268,,8,,5,,1,,16,
recovered_only,recovered_only,,apical_isp_ae_zone_g_ctrl_isra_69,,19,,,,76,,0,,2,,1,,4,
recovered_only,recovered_only,,apical_isp_ae_zone_weight_g_attr_isra_70,,58,,,,232,,4,,5,,1,,12,
recovered_only,recovered_only,,apical_isp_ae_zone_weight_s_attr_isra_50,,71,,,,284,,7,,6,,1,,18,
recovered_only,recovered_only,,apical_isp_af_hist_g_attr_isra_73,,17,,,,68,,0,,2,,1,,4,
recovered_only,recovered_only,,apical_isp_af_weight_g_attr_isra_74,,59,,,,236,,4,,5,,1,,12,
recovered_only,recovered_only,,apical_isp_af_weight_s_attr_isra_54,,71,,,,284,,7,,6,,1,,18,
recovered_only,recovered_only,,apical_isp_ev_g_attr_isra_62,,32,,,,128,,2,,3,,1,,10,
recovered_only,recovered_only,,apical_isp_gamma_g_attr_isra_63,,41,,,,164,,3,,3,,1,,10,
recovered_only,recovered_only,,apical_isp_gamma_s_attr_isra_44,,20,,,,80,,2,,1,,1,,2,
recovered_only,recovered_only,,apical_isp_max_again_g_ctrl_isra_60,,26,,,,104,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_max_dgain_g_ctrl_isra_61,,26,,,,104,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_wb_g_ctrl_isra_65,,55,,,,220,,4,,4,,1,,16,
recovered_only,recovered_only,,private_spin_unlock_irqrestore.constprop.0,,20,,,,80,,2,,1,,1,,4,
recovered_only,recovered_only,,regtrace_seq_printf,,13,,,,52,,0,,1,,1,,2,
recovered_only,recovered_only,,spin_lock,,4,,,,16,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6924,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_692c,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6934,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_69a0,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_69bc,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_69ec,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6b58,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6b60,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6b68,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6b70,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6b78,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c20,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c28,,5,,,,20,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c38,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c44,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c4c,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c54,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c5c,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c64,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c6c,,2,,,,8,,0,,0,,1,,0,
recovered_only,recovered_only,,sub_6c74,,2,,,,8,,0,,0,,1,,0,
