classification,match_kind,oem_name,recovered_names,oem_instructions,recovered_instructions,instruction_ratio,instruction_delta,oem_bytes,recovered_bytes,oem_branches,recovered_branches,oem_calls,recovered_calls,oem_returns,recovered_returns,oem_relocations,recovered_relocations,missing_replacement_targets
stub,exact_name,tisp_gamma_dn_params_refresh,tisp_gamma_dn_params_refresh,33,4,0.121212,-29,132,16,0,1,4,0,1,0,10,2,
stub,exact_name,tisp_gib_calc_self_gain,tisp_gib_calc_self_gain,32,2,0.062500,-30,128,8,2,0,0,0,1,1,2,0,
stub,exact_name,tisp_set_sensor_short_analog_gain,tisp_set_sensor_short_analog_gain,32,4,0.125000,-28,128,16,0,1,4,0,1,0,4,2,
stub,exact_name,tisp_g_hv_flip,tisp_g_hv_flip,27,2,0.074074,-25,108,8,0,0,0,0,1,1,2,0,
collapsed,exact_name,tisp_awb_ct_detect,tisp_awb_ct_detect,3100,1079,0.348065,-2021,12400,4316,362,144,41,32,1,1,42,24,
collapsed,exact_name,tx_isp_core_ops_s_ctrl,tx_isp_core_ops_s_ctrl,1768,257,0.145362,-1511,7072,1028,226,40,150,23,1,1,509,72,
collapsed,exact_name,tx_isp_core_ops_g_ctrl,tx_isp_core_ops_g_ctrl,1386,620,0.447330,-766,5544,2480,201,125,100,46,1,1,377,112,
collapsed,exact_name,tisp_ae_ev_list_alloc_calc,tisp_ae_ev_list_alloc_calc,1332,401,0.301051,-931,5328,1604,201,65,67,18,1,1,80,22,
collapsed,exact_name,tisp_mdns_reg_cfg,tisp_mdns_reg_cfg,1308,305,0.233180,-1003,5232,1220,4,0,102,43,0,0,199,10,
collapsed,exact_name,Tiziano_adr_fpga,Tiziano_adr_fpga,1152,366,0.317708,-786,4608,1464,115,47,18,9,1,0,80,35,
collapsed,exact_name,tisp_ae_tune,tisp_ae_tune,932,46,0.049356,-886,3728,184,82,1,40,4,1,0,30,6,
collapsed,exact_name,tisp_ae_ev_alloc_calc,tisp_ae_ev_alloc_calc,931,325,0.349087,-606,3724,1300,126,53,50,17,1,1,47,22,
collapsed,exact_name,Tisp_lce_soft,Tisp_lce_soft,915,65,0.071038,-850,3660,260,83,3,39,7,1,0,42,4,
collapsed,exact_name,tisp_awb_long_alogrithm,tisp_awb_long_alogrithm,863,382,0.442642,-481,3452,1528,80,41,14,11,1,1,14,14,
collapsed,exact_name,tisp_code_tuning_ioctl,tisp_code_tuning_ioctl,780,76,0.097436,-704,3120,304,119,10,41,6,1,1,259,22,
collapsed,exact_name,tisp_tmo_fpga,tisp_tmo_fpga,776,34,0.043814,-742,3104,136,68,2,8,2,0,1,37,8,
collapsed,exact_name,tisp_init,tisp_init,680,259,0.380882,-421,2720,1036,39,17,87,24,1,1,166,66,
collapsed,exact_name,tisp_ae_short_ev_alloc_calc,tisp_ae_short_ev_alloc_calc,672,127,0.188988,-545,2688,508,102,17,40,3,1,1,34,8,
collapsed,exact_name,subdev_sensor_ops_ioctl,subdev_sensor_ops_ioctl,498,42,0.084337,-456,1992,168,78,7,29,2,1,1,93,8,
collapsed,exact_name,tiziano_adr_ev_func,tiziano_adr_ev_func,492,204,0.414634,-288,1968,816,12,11,45,0,1,2,18,8,
collapsed,exact_name,tx_isp_subdev_init,tx_isp_subdev_init,420,65,0.154762,-355,1680,260,43,6,27,4,1,1,99,19,
collapsed,exact_name,tisp_wdr_get_data,tisp_wdr_get_data,383,123,0.321149,-260,1532,492,11,5,20,10,0,0,66,27,
collapsed,exact_name,tisp_ae_fliker_detect,tisp_ae_fliker_detect,366,154,0.420765,-212,1464,616,31,5,18,16,1,1,23,13,
collapsed,exact_name,tisp_awb_init,tisp_awb_init,304,106,0.348684,-198,1216,424,6,3,25,12,1,1,46,16,
collapsed,exact_name,tisp_day_or_night_event,tisp_day_or_night_event,294,143,0.486395,-151,1176,572,15,12,28,10,1,0,94,31,
collapsed,exact_name,tisp_bcsh_H_adjust,tisp_bcsh_H_adjust,284,61,0.214789,-223,1136,244,15,3,9,6,1,0,14,11,
collapsed,exact_name,tisp_ccm_matrix_trans_by_sat,tisp_ccm_matrix_trans_by_sat,268,10,0.037313,-258,1072,40,14,1,20,1,1,0,8,2,
collapsed,exact_name,tisp_tmo_init,tisp_tmo_init,268,120,0.447761,-148,1072,480,3,2,36,13,1,1,63,20,
collapsed,exact_name,tisp_ae_short_expt,tisp_ae_short_expt,241,105,0.435685,-136,964,420,24,8,12,7,1,1,16,11,
collapsed,exact_name,tisp_ae_par_calc,tisp_ae_par_calc,239,90,0.376569,-149,956,360,23,1,8,6,1,0,14,10,
collapsed,exact_name,tisp_clm_write_csc_para,tisp_clm_write_csc_para,198,71,0.358586,-127,792,284,0,0,16,5,0,1,6,8,
collapsed,exact_name,vic_core_ops_ioctl,vic_core_ops_ioctl,192,29,0.151042,-163,768,116,33,5,7,1,2,2,21,2,
collapsed,exact_name,tisp_g_module_attr,tisp_g_module_attr,189,44,0.232804,-145,756,176,29,3,4,2,1,1,24,10,
collapsed,exact_name,tisp_s_module_attr,tisp_s_module_attr,189,51,0.269841,-138,756,204,29,4,4,3,1,1,24,12,
collapsed,exact_name,tisp_blc_ae_write_dgain,tisp_blc_ae_write_dgain,184,77,0.418478,-107,736,308,6,5,22,4,1,1,8,8,
collapsed,exact_name,tisp_bcsh_interp_by_ev,tisp_bcsh_interp_by_ev,182,82,0.450549,-100,728,328,12,11,11,0,1,1,4,2,
collapsed,exact_name,tisp_enable_tuning,tisp_enable_tuning,178,40,0.224719,-138,712,160,9,2,7,3,1,1,29,13,
collapsed,exact_name,tisp_msca_curve_calc,tisp_msca_curve_calc,167,66,0.395210,-101,668,264,15,8,8,4,1,1,20,16,
collapsed,exact_name,tisp_set_scaler_level_control_set,tisp_set_scaler_level_control_set,153,57,0.372549,-96,612,228,7,7,6,4,1,1,22,10,
collapsed,exact_name,tisp_awb_face_pos,tisp_awb_face_pos,151,71,0.470199,-80,604,284,12,4,6,3,1,1,8,11,
collapsed,exact_name,subsection_map,subsection_map,138,66,0.478261,-72,552,264,11,5,4,3,1,1,4,2,
collapsed,exact_name,lce_wdr_light_lock,lce_wdr_light_lock,134,52,0.388060,-82,536,208,14,7,0,0,1,0,0,6,
collapsed,exact_name,tisp_hldc_calc_para,tisp_hldc_calc_para,127,33,0.259843,-94,508,132,5,1,1,0,1,1,2,0,
collapsed,exact_name,tisp_bcsh_aitp_to_hard,tisp_bcsh_aitp_to_hard,126,39,0.309524,-87,504,156,6,1,2,0,1,0,6,2,
collapsed,exact_name,func_local_info,func_local_info,121,46,0.380165,-75,484,184,2,2,10,5,1,1,6,4,
collapsed,exact_name,ispcore_irq_main_fd_work,ispcore_irq_main_fd_work,118,39,0.330508,-79,472,156,20,8,5,1,1,1,14,4,
collapsed,exact_name,tisp_ae_calc_process,tisp_ae_calc_process,104,48,0.461538,-56,416,192,9,6,6,1,1,0,23,12,
collapsed,exact_name,fs_core_ops_ioctl,fs_core_ops_ioctl,96,48,0.500000,-48,384,192,8,3,5,3,2,0,18,14,
collapsed,exact_name,tisp_tmo_interrupt_static,tisp_tmo_interrupt_static,95,28,0.294737,-67,380,112,1,0,6,3,1,0,14,6,
collapsed,exact_name,tisp_defog_img_filter25,tisp_defog_img_filter25,92,34,0.369565,-58,368,136,11,5,0,0,1,0,0,0,
collapsed,exact_name,tisp_lce_interrupt_static,tisp_lce_interrupt_static,91,26,0.285714,-65,364,104,8,1,11,2,1,1,20,6,
collapsed,exact_name,tisp_msca_chx_cfg_load,tisp_msca_chx_cfg_load,91,37,0.406593,-54,364,148,3,0,9,5,0,0,21,14,
collapsed,exact_name,ispcore_irq_main_fs_work,ispcore_irq_main_fs_work,88,17,0.193182,-71,352,68,15,3,2,0,1,1,8,2,
collapsed,exact_name,tisp_ae_roi_point,tisp_ae_roi_point,85,14,0.164706,-71,340,56,7,0,6,1,1,1,14,4,
collapsed,exact_name,tisp_msca_scaling_algorithm,tisp_msca_scaling_algorithm,83,32,0.385542,-51,332,128,0,0,3,3,0,1,9,6,
collapsed,exact_name,tisp_defog_img_filter9,tisp_defog_img_filter9,76,14,0.184211,-62,304,56,5,1,0,0,1,0,0,0,
collapsed,exact_name,isp_core_debug_show,isp_core_debug_show,76,34,0.447368,-42,304,136,7,3,2,2,1,2,26,13,
collapsed,exact_name,tisp_tmo_api_set_curve,tisp_tmo_api_set_curve,76,34,0.447368,-42,304,136,10,1,5,5,0,0,16,12,
collapsed,exact_name,func_subsection_light,func_subsection_light,75,20,0.266667,-55,300,80,5,1,1,0,1,1,2,0,
collapsed,exact_name,tisp_defog_max_filter,tisp_defog_max_filter,74,35,0.472973,-39,296,140,14,5,0,0,1,0,0,0,
collapsed,exact_name,tisp_ae_calc_convergence_speed,tisp_ae_calc_convergence_speed,70,30,0.428571,-40,280,120,2,0,4,2,1,1,4,2,
collapsed,exact_name,tisp_awb_process,tisp_awb_process,69,10,0.144928,-59,276,40,3,0,6,2,1,0,25,4,
collapsed,exact_name,tisp_s_raw_row_control,tisp_s_raw_row_control,68,30,0.441176,-38,272,120,4,0,5,3,1,1,20,4,
collapsed,exact_name,isp_frame_done_wait,isp_frame_done_wait,67,30,0.447761,-37,268,120,3,2,5,1,1,1,20,6,
collapsed,exact_name,tisp_dpc_pm_suspend,tisp_dpc_pm_suspend,62,17,0.274194,-45,248,68,3,1,3,1,1,0,2,2,
collapsed,exact_name,tisp_ae_lib_bilinear_intp,tisp_ae_lib_bilinear_intp,62,20,0.322581,-42,248,80,10,4,1,1,1,1,2,2,
collapsed,exact_name,tisp_msca_crop_api,tisp_msca_crop_api,60,20,0.333333,-40,240,80,1,0,4,3,1,0,10,6,
collapsed,exact_name,tisp_tmo_params_fristframe_reg_refresh,tisp_tmo_params_fristframe_reg_refresh,60,30,0.500000,-30,240,120,1,1,7,3,1,0,6,6,
collapsed,exact_name,tisp_s_module_control,tisp_s_module_control,59,27,0.457627,-32,236,108,3,1,4,2,0,1,13,6,
collapsed,exact_name,tisp_awb_params_refresh,tisp_awb_params_refresh,58,25,0.431034,-33,232,100,6,5,0,0,1,0,2,0,
collapsed,exact_name,tisp_s_ccm_attr,tisp_s_ccm_attr,57,18,0.315789,-39,228,72,6,3,5,1,1,0,8,4,
collapsed,exact_name,tisp_csc_api_get,tisp_csc_api_get,55,24,0.436364,-31,220,96,7,2,2,1,1,1,26,8,
collapsed,exact_name,tisp_awb_param_array_set,tisp_awb_param_array_set,54,25,0.462963,-29,216,100,1,0,5,2,1,0,13,6,
collapsed,exact_name,tisp_ae_algorithm,tisp_ae_algorithm,51,16,0.313725,-35,204,64,2,0,2,2,1,0,8,4,
collapsed,exact_name,tisp_tmo_api_get_curve,tisp_tmo_api_get_curve,51,24,0.470588,-27,204,96,10,1,0,2,1,2,6,2,
collapsed,exact_name,vic_sensor_ops_ioctl,vic_sensor_ops_ioctl,50,14,0.280000,-36,200,56,8,3,0,0,1,0,4,0,
collapsed,exact_name,tisp_ae_fps_calc_max_exp,tisp_ae_fps_calc_max_exp,49,17,0.346939,-32,196,68,1,0,2,1,1,1,10,4,
collapsed,exact_name,tisp_defog_pm_suspend,tisp_defog_pm_suspend,47,17,0.361702,-30,188,68,2,1,2,1,1,0,2,2,
collapsed,exact_name,tisp_dmsc_pm_suspend,tisp_dmsc_pm_suspend,47,17,0.361702,-30,188,68,2,1,2,1,1,0,2,2,
collapsed,exact_name,ISPAWBInterpolation1,ISPAWBInterpolation1,45,12,0.266667,-33,180,48,2,0,4,1,1,1,4,2,
collapsed,exact_name,tisp_bcsh_refresh_by_csc,tisp_bcsh_refresh_by_csc,44,19,0.431818,-25,176,76,0,0,4,4,1,0,10,8,
collapsed,exact_name,tisp_mdns_param_array_set,tisp_mdns_param_array_set,39,18,0.461538,-21,156,72,0,0,5,2,1,0,12,6,
collapsed,exact_name,isp_subdev_release_clks,isp_subdev_release_clks,38,14,0.368421,-24,152,56,3,2,2,1,1,1,4,2,
collapsed,exact_name,tisp_bcsh_wdr_en,tisp_bcsh_wdr_en,38,15,0.394737,-23,152,60,0,0,3,3,1,0,8,6,
collapsed,exact_name,tisp_ccm_wdr_en,tisp_ccm_wdr_en,38,15,0.394737,-23,152,60,0,0,4,3,1,0,10,6,
collapsed,exact_name,tisp_defog_strength_itp,tisp_defog_strength_itp,36,11,0.305556,-25,144,44,4,1,0,0,2,1,2,0,
collapsed,exact_name,tisp_bcsh_ev_update,tisp_bcsh_ev_update,33,15,0.454545,-18,132,60,1,1,2,2,1,1,6,4,
collapsed,exact_name,tiziano_adr_5x5_out,tiziano_adr_5x5_out,31,14,0.451613,-17,124,56,6,4,0,0,2,0,0,0,
collapsed,exact_name,tisp_awb_api_set_ct_trend_offset,tisp_awb_api_set_ct_trend_offset,29,10,0.344828,-19,116,40,1,1,0,0,1,0,2,0,
collapsed,exact_name,tisp_ccm_refresh_by_csc,tisp_ccm_refresh_by_csc,26,10,0.384615,-16,104,40,0,0,3,2,1,0,8,4,
collapsed,exact_name,tisp_wdr_frame_out,tisp_wdr_frame_out,25,9,0.360000,-16,100,36,0,0,1,0,0,1,4,2,
collapsed,exact_name,fix_point_mult3,fix_point_mult3,25,10,0.400000,-15,100,40,0,0,1,1,0,1,2,2,
collapsed,exact_name,fix_point_mult3_64,fix_point_mult3_64,25,10,0.400000,-15,100,40,0,0,1,1,0,1,2,2,
collapsed,exact_name,tisp_awb_api_get_ct_trend_offset,tisp_awb_api_get_ct_trend_offset,24,10,0.416667,-14,96,40,1,1,0,0,1,0,2,0,
collapsed,exact_name,tisp_process_deinit,tisp_process_deinit,24,10,0.416667,-14,96,40,1,0,2,1,1,1,8,2,
collapsed,exact_name,tisp_set_csc_attr,tisp_set_csc_attr,24,10,0.416667,-14,96,40,0,0,4,2,1,0,8,4,
collapsed,exact_name,system_reg_write_af,system_reg_write_af,24,11,0.458333,-13,96,44,1,1,1,0,0,1,2,2,
oem_only,oem_only,isp_info_show.isra.6,,960,0,0.000000,-960,3840,0,111,0,115,0,1,0,323,0,
oem_only,oem_only,mipi_phy_stream_on.constprop.3,,263,0,0.000000,-263,1052,0,17,0,15,0,2,0,28,0,
oem_only,oem_only,isp_mbus_to_bayer.isra.1,,261,0,0.000000,-261,1044,0,98,0,2,0,1,0,12,0,
oem_only,oem_only,tx_isp_set_ae_algo_open.isra.23,,156,0,0.000000,-156,624,0,7,0,14,0,1,0,38,0,
oem_only,oem_only,ispcore_set_clk_parent.isra.4,,133,0,0.000000,-133,532,0,15,0,4,0,1,0,29,0,
oem_only,oem_only,tx_isp_switch_bin.isra.78,,111,0,0.000000,-111,444,0,7,0,7,0,1,0,26,0,
oem_only,oem_only,tx_isp_get_ae_algo_handle.isra.21,,103,0,0.000000,-103,412,0,1,0,6,0,1,0,22,0,
oem_only,oem_only,tx_isp_get_default_bin_path.isra.25,,75,0,0.000000,-75,300,0,5,0,5,0,1,0,22,0,
oem_only,oem_only,isp_core_tunning_default_ioctl.isra.80,,74,0,0.000000,-74,296,0,9,0,5,0,1,0,14,0,
oem_only,oem_only,tx_isp_video_link_destroy.isra.3,,73,0,0.000000,-73,292,0,8,0,4,0,1,0,8,0,
oem_only,oem_only,ispcore_frame_channel_s_fmt.isra.2,,60,0,0.000000,-60,240,0,3,0,1,0,2,0,8,0,
oem_only,oem_only,tx_isp_set_default_bin_path.isra.16,,57,0,0.000000,-57,228,0,4,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_ae_expoinfo_g_attr.isra.55,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_ae_weight_g_attr.isra.58,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_af_weight_g_attr.isra.49,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_awb_attr_g_attr.isra.51,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_awb_weight_g_attr.isra.50,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_gamma_g_attr.isra.42,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_gamma_s_attr.isra.9,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_module_ratio_s_attr.isra.10,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_tmo_s_curve.isra.34,,48,0,0.000000,-48,192,0,3,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_ae_g_at_list.isra.70,,43,0,0.000000,-43,172,0,2,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_ae_g_ev_list.isra.69,,43,0,0.000000,-43,172,0,2,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_ae_g_explist.isra.63,,43,0,0.000000,-43,172,0,2,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_tmo_g_curve.isra.72,,43,0,0.000000,-43,172,0,2,0,4,0,1,0,16,0,
oem_only,oem_only,tx_isp_ae_expoinfo_s_attr.isra.20,,41,0,0.000000,-41,164,0,2,0,4,0,1,0,12,0,
oem_only,oem_only,tx_isp_ae_s_explist.isra.24,,37,0,0.000000,-37,148,0,2,0,3,0,1,0,10,0,
oem_only,oem_only,tx_isp_ae_weight_s_attr.isra.21,,37,0,0.000000,-37,148,0,2,0,3,0,1,0,10,0,
oem_only,oem_only,tx_isp_af_weight_s_attr.isra.16,,37,0,0.000000,-37,148,0,2,0,3,0,1,0,10,0,
oem_only,oem_only,tx_isp_awb_weight_s_attr.isra.17,,37,0,0.000000,-37,148,0,2,0,3,0,1,0,10,0,
oem_only,oem_only,tx_isp_driver_version.isra.12,,37,0,0.000000,-37,148,0,1,0,3,0,1,0,12,0,
oem_only,oem_only,tx_isp_ai_g_ratio_table.isra.75,,33,0,0.000000,-33,132,0,1,0,3,0,1,0,10,0,
oem_only,oem_only,tx_isp_module_ratio_g_attr.isra.60,,33,0,0.000000,-33,132,0,1,0,3,0,1,0,10,0,
oem_only,oem_only,tisp_lce_clr_ram.part.0,,30,0,0.000000,-30,120,0,1,0,2,0,0,0,2,0,
oem_only,oem_only,tisp_wdr_paixu.part.1,,26,0,0.000000,-26,104,0,5,0,0,0,1,0,0,0,
oem_only,oem_only,tisp_dpc_write_reg.part.0,,18,0,0.000000,-18,72,0,0,0,2,0,0,0,6,0,
oem_only,oem_only,csi_sensor_ops_sync_sensor_attr.part.2,,15,0,0.000000,-15,60,0,0,0,1,0,1,0,6,0,
oem_only,oem_only,vic_sensor_ops_sync_sensor_attr.part.4,,15,0,0.000000,-15,60,0,0,0,1,0,1,0,6,0,
oem_only,oem_only,lce_compress_data.part.1,,9,0,0.000000,-9,36,0,1,0,0,0,1,0,0,0,
oem_only,oem_only,lsc_exchange_data.constprop.1,,9,0,0.000000,-9,36,0,0,0,0,0,1,0,0,0,
oem_only,oem_only,tx_isp_module_exit,,4,0,0.000000,-4,16,0,1,0,0,0,0,0,2,0,
shorter,exact_name,Tiziano_wdr_fusion_fpga,Tiziano_wdr_fusion_fpga,2197,1355,0.616750,-842,8788,5420,246,163,48,33,1,1,87,58,
shorter,exact_name,tx_isp_unlocked_ioctl,tx_isp_unlocked_ioctl,1845,1100,0.596206,-745,7380,4400,288,193,102,71,1,1,272,149,
shorter,exact_name,frame_channel_unlocked_ioctl,frame_channel_unlocked_ioctl,1076,637,0.592007,-439,4304,2548,169,102,61,45,1,1,299,138,
shorter,exact_name,Tiziano_defog_soft,Tiziano_defog_soft,755,449,0.594702,-306,3020,1796,55,35,9,3,1,0,12,4,
shorter,exact_name,Tiziano_wdr_deghost_fpga,Tiziano_wdr_deghost_fpga,679,419,0.617084,-260,2716,1676,49,26,40,34,0,1,28,18,
shorter,exact_name,tisp_lsc_ct_interp,tisp_lsc_ct_interp,666,417,0.626126,-249,2664,1668,32,33,19,6,1,1,17,18,
shorter,exact_name,isp_vic_cmd_set,isp_vic_cmd_set,609,446,0.732348,-163,2436,1784,74,52,54,46,1,1,160,132,
shorter,exact_name,isp_vic_interrupt_service_routine,isp_vic_interrupt_service_routine,555,369,0.664865,-186,2220,1476,49,29,33,30,2,2,188,128,
shorter,exact_name,proc_ivdc_writel,proc_ivdc_writel,543,293,0.539595,-250,2172,1172,68,31,42,25,1,1,142,71,
shorter,exact_name,subsection_up,subsection_up,530,298,0.562264,-232,2120,1192,20,17,31,31,1,1,16,6,
shorter,exact_name,tisp_ae_algo_handle,tisp_ae_algo_handle,504,384,0.761905,-120,2016,1536,12,13,49,43,1,1,50,47,
shorter,exact_name,ispcore_core_ops_init,ispcore_core_ops_init,487,293,0.601643,-194,1948,1172,43,30,25,18,1,1,92,58,
shorter,exact_name,tisp_af_set_hardware_param,tisp_af_set_hardware_param,483,385,0.797101,-98,1932,1540,7,7,50,48,1,1,8,10,
shorter,exact_name,tiziano_load_parameters,tiziano_load_parameters,440,301,0.684091,-139,1760,1204,27,21,40,33,1,1,136,105,
shorter,exact_name,isp_save_cmd_set,isp_save_cmd_set,431,252,0.584687,-179,1724,1008,42,18,35,22,1,1,149,79,
shorter,exact_name,tisp_lce_init,tisp_lce_init,412,246,0.597087,-166,1648,984,9,5,19,13,1,0,42,26,
shorter,exact_name,tiziano_adr_5x5_init,tiziano_adr_5x5_init,394,251,0.637056,-143,1576,1004,24,22,37,30,1,1,26,26,
shorter,exact_name,tisp_defog_init,tisp_defog_init,391,276,0.705882,-115,1564,1104,11,13,34,14,1,1,47,30,
shorter,exact_name,tisp_lsc_mirror_flip,tisp_lsc_mirror_flip,386,263,0.681347,-123,1544,1052,26,13,41,22,1,1,26,17,
shorter,exact_name,tisp_ae_weight_mean,tisp_ae_weight_mean,369,247,0.669377,-122,1476,988,10,8,11,6,1,1,16,12,
shorter,exact_name,tisp_ae_init,tisp_ae_init,325,185,0.569231,-140,1300,740,9,6,27,17,1,0,79,40,
shorter,exact_name,tisp_s_wdr_en,tisp_s_wdr_en,323,177,0.547988,-146,1292,708,17,10,38,14,1,0,66,38,
shorter,exact_name,tisp_awb_spec_calculate,tisp_awb_spec_calculate,320,251,0.784375,-69,1280,1004,30,24,33,25,0,0,20,22,
shorter,exact_name,tisp_msca_set_line,tisp_msca_set_line,307,215,0.700326,-92,1228,860,25,15,28,21,1,1,6,10,
shorter,exact_name,tisp_msca_init_chx_cfg,tisp_msca_init_chx_cfg,295,216,0.732203,-79,1180,864,8,8,17,8,0,0,4,4,
shorter,exact_name,lce_self_light_correct,lce_self_light_correct,286,184,0.643357,-102,1144,736,29,19,6,5,1,1,10,6,
shorter,exact_name,tisp_tstp_reg_cfg,tisp_tstp_reg_cfg,276,171,0.619565,-105,1104,684,0,0,30,29,0,1,34,6,
shorter,exact_name,tisp_vic_ctrl_ioctl,tisp_vic_ctrl_ioctl,268,165,0.615672,-103,1072,660,39,24,15,12,1,1,65,44,
shorter,exact_name,tisp_af_alogrithm,tisp_af_alogrithm,256,197,0.769531,-59,1024,788,15,13,8,8,1,1,6,6,
shorter,exact_name,isp_framesource_show,isp_framesource_show,249,180,0.722892,-69,996,720,21,13,24,23,1,1,67,16,
shorter,exact_name,func_adr_map_curve1,func_adr_map_curve1,235,144,0.612766,-91,940,576,7,7,1,1,1,1,4,4,
shorter,exact_name,tisp_defog_update_reg_para2,tisp_defog_update_reg_para2,233,137,0.587983,-96,932,548,19,18,3,0,1,0,4,2,
shorter,exact_name,lce_hist_method,lce_hist_method,233,168,0.721030,-65,932,672,25,15,4,4,1,1,6,6,
shorter,exact_name,tisp_defog_dn_params_refresh,tisp_defog_dn_params_refresh,227,144,0.634361,-83,908,576,3,3,31,25,1,0,18,12,
shorter,exact_name,tisp_awb_set_gain,tisp_awb_set_gain,222,151,0.680180,-71,888,604,12,10,13,11,1,1,10,8,
shorter,exact_name,tisp_bcsh_interp_by_ct,tisp_bcsh_interp_by_ct,216,143,0.662037,-73,864,572,43,37,5,1,1,2,14,4,
shorter,exact_name,func_gauss_local,func_gauss_local,215,144,0.669767,-71,860,576,13,7,10,9,1,1,24,22,
shorter,exact_name,tisp_gib_ae_write_dgain,tisp_gib_ae_write_dgain,212,114,0.537736,-98,848,456,7,6,28,1,1,1,8,6,
shorter,exact_name,tisp_tmo_ev_interp,tisp_tmo_ev_interp,211,106,0.502370,-105,844,424,42,18,2,2,1,1,8,8,
shorter,exact_name,tisp_msca_normalized,tisp_msca_normalized,210,165,0.785714,-45,840,660,20,10,5,5,0,0,16,13,
shorter,exact_name,Tiziano_Awb_Ct_Cal,Tiziano_Awb_Ct_Cal,206,111,0.538835,-95,824,444,22,17,4,4,1,1,8,10,
shorter,exact_name,func_map_y_filter_sp,func_map_y_filter_sp,205,127,0.619512,-78,820,508,8,6,4,2,1,1,8,8,
shorter,exact_name,func_map_y_filter,func_map_y_filter,201,133,0.661692,-68,804,532,9,11,1,1,1,1,2,2,
shorter,exact_name,tisp_ae_set_hardware_param,tisp_ae_set_hardware_param,200,141,0.705000,-59,800,564,5,4,9,7,0,1,4,6,
shorter,exact_name,tisp_ae_get_bv,tisp_ae_get_bv,189,130,0.687831,-59,756,520,9,2,8,8,1,1,16,16,
shorter,exact_name,tiziano_adr_read_data,tiziano_adr_read_data,188,111,0.590426,-77,752,444,3,1,0,0,1,0,2,2,
